sourcePath,sourceType,targetPath,targetType,mappingStrategy,status,testCaseId,notes
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.brnchId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId,FinancialInstitutionIdentification5Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId,FinancialInstitutionIdentification5Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId,FinancialInstitutionIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId,FinancialInstitutionIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.cmbndId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr,NameAndAddress7,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.nmAndAdr,NameAndAddress7,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.nmAndAdr.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instgAgt.finInstnId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt,List<InstructionForCreditorAgent1>,pacs00900101.cdtTrfTxInf[].instrForCdtrAgt,List<InstructionForCreditorAgent2>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd,Instruction3Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd.CHQB,Instruction3Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd.HOLD,Instruction3Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd.PHOB,Instruction3Code,pacs00900101.cdtTrfTxInf[].instrForCdtrAgt[].cd.PHOB,Instruction5Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].cd.TELB,Instruction3Code,pacs00900101.cdtTrfTxInf[].instrForCdtrAgt[].cd.TELB,Instruction5Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForCdtrAgt[].instrInf,String,pacs00900101.cdtTrfTxInf[].instrForCdtrAgt[].instrInf,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt,List<InstructionForNextAgent1>,pacs00900101.cdtTrfTxInf[].instrForNxtAgt,List<InstructionForNextAgent1>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt[].cd,Instruction4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt[].cd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt[].cd.PHOA,Instruction4Code,pacs00900101.cdtTrfTxInf[].instrForNxtAgt[].cd.PHOA,Instruction4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt[].cd.TELA,Instruction4Code,pacs00900101.cdtTrfTxInf[].instrForNxtAgt[].cd.TELA,Instruction4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].instrForNxtAgt[].instrInf,String,pacs00900101.cdtTrfTxInf[].instrForCdtrAgt[].instrInf,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrBkSttlmAmt.ccy,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.ccy,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrBkSttlmAmt.value,BigDecimal,pacs00900101.cdtTrfTxInf[].intrBkSttlmAmt.value,BigDecimal,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1,BranchAndFinancialInstitutionIdentification3,pacs00900101.cdtTrfTxInf[].intrmyAgt1,BranchAndFinancialInstitutionIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId,BranchData,pacs00900101.cdtTrfTxInf[].cdtr.brnchId,BranchData,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.brnchId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId,FinancialInstitutionIdentification5Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId,FinancialInstitutionIdentification5Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId,FinancialInstitutionIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId,FinancialInstitutionIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].intrmyAgt1.finInstnId.cmbndId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
